Drug1,Drug2,cell,drug1_db,drug2_db,synergy,fold
SUNITINIB,BORTEZOMIB,A2780,DB01268,DB00188,-4.0739625581,4
SUNITINIB,BORTEZOMIB,A375,DB01268,DB00188,-1.2884828423,4
SUNITINIB,BORTEZOMIB,CAOV3,DB01268,DB00188,-10.7502661351,4
SUNITINIB,BORTEZOMIB,DLD1,DB01268,DB00188,2.9235425357,4
SUNITINIB,BORTEZOMIB,ES2,DB01268,DB00188,-1.2462306391,4
SUNITINIB,BORTEZOMIB,HCT116,DB01268,DB00188,-4.2615027441,4
SUNITINIB,BORTEZOMIB,HT144,DB01268,DB00188,-6.6702052924,4
SUNITINIB,BORTEZOMIB,HT29,DB01268,DB00188,-9.4813693151,4
SUNITINIB,BORTEZOMIB,KPL1,DB01268,DB00188,7.0656401272,4
SUNITINIB,BORTEZOMIB,LOVO,DB01268,DB00188,0.4992390996999999,4
SUNITINIB,BORTEZOMIB,MDAMB436,DB01268,DB00188,-3.0563661929,4
SUNITINIB,BORTEZOMIB,NCIH1650,DB01268,DB00188,-6.3351975387,4
SUNITINIB,BORTEZOMIB,NCIH2122,DB01268,DB00188,5.4820163711,4
SUNITINIB,BORTEZOMIB,NCIH23,DB01268,DB00188,-11.4271489739,4
SUNITINIB,BORTEZOMIB,NCIH460,DB01268,DB00188,0.4264773025,4
SUNITINIB,BORTEZOMIB,NCIH520,DB01268,DB00188,-21.2704242721,4
SUNITINIB,BORTEZOMIB,OV90,DB01268,DB00188,0.2246516087,4
SUNITINIB,BORTEZOMIB,RKO,DB01268,DB00188,-4.6757032928,4
SUNITINIB,BORTEZOMIB,RPMI7951,DB01268,DB00188,-11.2395978324,4
SUNITINIB,BORTEZOMIB,SKMEL30,DB01268,DB00188,-4.4300284325,4
SUNITINIB,BORTEZOMIB,SKMES1,DB01268,DB00188,-14.8666115561,4
SUNITINIB,BORTEZOMIB,SKOV3,DB01268,DB00188,-7.9657454917,4
SUNITINIB,BORTEZOMIB,SW620,DB01268,DB00188,-5.0677986517,4
SUNITINIB,BORTEZOMIB,SW837,DB01268,DB00188,-1.8343289208,4
SUNITINIB,BORTEZOMIB,T47D,DB01268,DB00188,1.4424102206,4
SUNITINIB,BORTEZOMIB,UACC62,DB01268,DB00188,-6.581742799600001,4
SUNITINIB,BORTEZOMIB,VCAP,DB01268,DB00188,5.4775711962,4
SUNITINIB,BORTEZOMIB,ZR751,DB01268,DB00188,-23.395055195700003,4
SUNITINIB,DASATINIB,A2058,DB01268,DB01254,41.5825128512,1
SUNITINIB,DASATINIB,A2780,DB01268,DB01254,40.0437062757,1
SUNITINIB,DASATINIB,A375,DB01268,DB01254,33.8241093461,1
SUNITINIB,DASATINIB,CAOV3,DB01268,DB01254,10.0319189534,1
SUNITINIB,DASATINIB,DLD1,DB01268,DB01254,29.7171308678,1
SUNITINIB,DASATINIB,ES2,DB01268,DB01254,24.6920741525,1
SUNITINIB,DASATINIB,HCT116,DB01268,DB01254,38.9382048008,1
SUNITINIB,DASATINIB,HT144,DB01268,DB01254,-5.942262491799999,1
SUNITINIB,DASATINIB,HT29,DB01268,DB01254,41.1685246762,1
SUNITINIB,DASATINIB,KPL1,DB01268,DB01254,18.4186047873,1
SUNITINIB,DASATINIB,LOVO,DB01268,DB01254,23.5476812064,1
SUNITINIB,DASATINIB,MDAMB436,DB01268,DB01254,24.7073575896,1
SUNITINIB,DASATINIB,NCIH1650,DB01268,DB01254,26.830331637,1
SUNITINIB,DASATINIB,NCIH2122,DB01268,DB01254,1.1907032612,1
SUNITINIB,DASATINIB,NCIH23,DB01268,DB01254,28.3264580105,1
SUNITINIB,DASATINIB,NCIH460,DB01268,DB01254,29.153482068,1
SUNITINIB,DASATINIB,NCIH520,DB01268,DB01254,31.9999372661,1
SUNITINIB,DASATINIB,OV90,DB01268,DB01254,4.4880351558,1
SUNITINIB,DASATINIB,RKO,DB01268,DB01254,34.356068809499995,1
SUNITINIB,DASATINIB,RPMI7951,DB01268,DB01254,7.4389520361,1
SUNITINIB,DASATINIB,SKMEL30,DB01268,DB01254,1.5703335061,1
SUNITINIB,DASATINIB,SKMES1,DB01268,DB01254,7.136936096,1
SUNITINIB,DASATINIB,SKOV3,DB01268,DB01254,13.6072307261,1
SUNITINIB,DASATINIB,SW620,DB01268,DB01254,35.4015513638,1
SUNITINIB,DASATINIB,SW837,DB01268,DB01254,23.0892017485,1
SUNITINIB,DASATINIB,T47D,DB01268,DB01254,9.4406724619,1
SUNITINIB,DASATINIB,UACC62,DB01268,DB01254,26.1757093644,1
SUNITINIB,DASATINIB,VCAP,DB01268,DB01254,26.5423206662,1
SUNITINIB,DASATINIB,ZR751,DB01268,DB01254,11.4435481147,1
SUNITINIB,DINACICLIB,A2058,DB01268,DB12021,5.6552829372,0
SUNITINIB,DINACICLIB,A2780,DB01268,DB12021,0.9641261343,0
SUNITINIB,DINACICLIB,A375,DB01268,DB12021,6.5177618516,0
SUNITINIB,DINACICLIB,CAOV3,DB01268,DB12021,-1.8595588278,0
SUNITINIB,DINACICLIB,DLD1,DB01268,DB12021,8.3798359335,0
SUNITINIB,DINACICLIB,ES2,DB01268,DB12021,11.0933757667,0
SUNITINIB,DINACICLIB,HCT116,DB01268,DB12021,-1.6217115405000002,0
SUNITINIB,DINACICLIB,HT144,DB01268,DB12021,8.9816173635,0
SUNITINIB,DINACICLIB,HT29,DB01268,DB12021,6.8950853675,0
SUNITINIB,DINACICLIB,KPL1,DB01268,DB12021,1.4181400998,0
SUNITINIB,DINACICLIB,LOVO,DB01268,DB12021,0.7201415546,0
SUNITINIB,DINACICLIB,MDAMB436,DB01268,DB12021,4.9130058518,0
SUNITINIB,DINACICLIB,NCIH1650,DB01268,DB12021,6.0732584723,0
SUNITINIB,DINACICLIB,NCIH2122,DB01268,DB12021,7.8686439061,0
SUNITINIB,DINACICLIB,NCIH23,DB01268,DB12021,4.7758883603,0
SUNITINIB,DINACICLIB,NCIH460,DB01268,DB12021,10.8769976894,0
SUNITINIB,DINACICLIB,NCIH520,DB01268,DB12021,-0.4101101147,0
SUNITINIB,DINACICLIB,OV90,DB01268,DB12021,2.7714487424,0
SUNITINIB,DINACICLIB,RKO,DB01268,DB12021,1.3460411901,0
SUNITINIB,DINACICLIB,RPMI7951,DB01268,DB12021,2.4787210377,0
SUNITINIB,DINACICLIB,SKMEL30,DB01268,DB12021,1.784029189,0
SUNITINIB,DINACICLIB,SKMES1,DB01268,DB12021,-5.429672302799999,0
SUNITINIB,DINACICLIB,SKOV3,DB01268,DB12021,-9.4809128503,0
SUNITINIB,DINACICLIB,SW620,DB01268,DB12021,-2.0826538404,0
SUNITINIB,DINACICLIB,SW837,DB01268,DB12021,-13.3638385505,0
SUNITINIB,DINACICLIB,T47D,DB01268,DB12021,9.2465503916,0
SUNITINIB,DINACICLIB,UACC62,DB01268,DB12021,15.1004695065,0
SUNITINIB,DINACICLIB,VCAP,DB01268,DB12021,21.0155297547,0
SUNITINIB,DINACICLIB,ZR751,DB01268,DB12021,2.6936543554,0
SUNITINIB,ERLOTINIB,A2058,DB01268,DB00530,14.1014713788,2
SUNITINIB,ERLOTINIB,A2780,DB01268,DB00530,10.1175480411,2
SUNITINIB,ERLOTINIB,A375,DB01268,DB00530,18.5022952055,2
SUNITINIB,ERLOTINIB,CAOV3,DB01268,DB00530,10.995199478499998,2
SUNITINIB,ERLOTINIB,DLD1,DB01268,DB00530,20.2734652594,2
SUNITINIB,ERLOTINIB,ES2,DB01268,DB00530,14.9604152787,2
SUNITINIB,ERLOTINIB,HCT116,DB01268,DB00530,11.5583939246,2
SUNITINIB,ERLOTINIB,HT144,DB01268,DB00530,6.2927507325,2
SUNITINIB,ERLOTINIB,HT29,DB01268,DB00530,14.963009606500002,2
SUNITINIB,ERLOTINIB,KPL1,DB01268,DB00530,12.0625529076,2
SUNITINIB,ERLOTINIB,LOVO,DB01268,DB00530,16.805676428599998,2
SUNITINIB,ERLOTINIB,MDAMB436,DB01268,DB00530,8.6089840032,2
SUNITINIB,ERLOTINIB,NCIH1650,DB01268,DB00530,19.751755626,2
SUNITINIB,ERLOTINIB,NCIH2122,DB01268,DB00530,21.3943181686,2
SUNITINIB,ERLOTINIB,NCIH23,DB01268,DB00530,6.8955082299,2
SUNITINIB,ERLOTINIB,NCIH460,DB01268,DB00530,6.7506329985,2
SUNITINIB,ERLOTINIB,NCIH520,DB01268,DB00530,14.9878445357,2
SUNITINIB,ERLOTINIB,OV90,DB01268,DB00530,10.17445049,2
SUNITINIB,ERLOTINIB,RKO,DB01268,DB00530,9.8945514421,2
SUNITINIB,ERLOTINIB,RPMI7951,DB01268,DB00530,2.3654943963,2
SUNITINIB,ERLOTINIB,SKMEL30,DB01268,DB00530,12.354012443399998,2
SUNITINIB,ERLOTINIB,SKMES1,DB01268,DB00530,22.526868294,2
SUNITINIB,ERLOTINIB,SKOV3,DB01268,DB00530,18.2895050989,2
SUNITINIB,ERLOTINIB,SW620,DB01268,DB00530,2.0306697242,2
SUNITINIB,ERLOTINIB,SW837,DB01268,DB00530,12.8231488882,2
SUNITINIB,ERLOTINIB,T47D,DB01268,DB00530,24.1406182288,2
SUNITINIB,ERLOTINIB,UACC62,DB01268,DB00530,21.7302341845,2
SUNITINIB,ERLOTINIB,VCAP,DB01268,DB00530,19.2831854392,2
SUNITINIB,ERLOTINIB,ZR751,DB01268,DB00530,13.4664892404,2
SUNITINIB,GELDANAMYCIN,A2058,DB01268,DB02424,7.8956441196,3
SUNITINIB,GELDANAMYCIN,A2780,DB01268,DB02424,2.3693564382,3
SUNITINIB,GELDANAMYCIN,A375,DB01268,DB02424,19.7924405355,3
SUNITINIB,GELDANAMYCIN,CAOV3,DB01268,DB02424,7.2058986882,3
SUNITINIB,GELDANAMYCIN,DLD1,DB01268,DB02424,21.6573991778,3
SUNITINIB,GELDANAMYCIN,ES2,DB01268,DB02424,5.618598961799999,3
SUNITINIB,GELDANAMYCIN,HCT116,DB01268,DB02424,23.7323886235,3
SUNITINIB,GELDANAMYCIN,HT144,DB01268,DB02424,3.039093685,3
SUNITINIB,GELDANAMYCIN,HT29,DB01268,DB02424,0.8916170228,3
SUNITINIB,GELDANAMYCIN,KPL1,DB01268,DB02424,-0.6449709782,3
SUNITINIB,GELDANAMYCIN,LOVO,DB01268,DB02424,6.834626772999999,3
SUNITINIB,GELDANAMYCIN,MDAMB436,DB01268,DB02424,9.6778864683,3
SUNITINIB,GELDANAMYCIN,NCIH1650,DB01268,DB02424,8.2407050453,3
SUNITINIB,GELDANAMYCIN,NCIH2122,DB01268,DB02424,-0.2935596512,3
SUNITINIB,GELDANAMYCIN,NCIH23,DB01268,DB02424,-6.5569249974,3
SUNITINIB,GELDANAMYCIN,NCIH460,DB01268,DB02424,5.4577974976,3
SUNITINIB,GELDANAMYCIN,NCIH520,DB01268,DB02424,-2.5292669525,3
SUNITINIB,GELDANAMYCIN,OV90,DB01268,DB02424,-4.5104243888,3
SUNITINIB,GELDANAMYCIN,RKO,DB01268,DB02424,2.0511486325,3
SUNITINIB,GELDANAMYCIN,RPMI7951,DB01268,DB02424,-4.932645741,3
SUNITINIB,GELDANAMYCIN,SKMEL30,DB01268,DB02424,2.9229601849,3
SUNITINIB,GELDANAMYCIN,SKMES1,DB01268,DB02424,6.2279852792,3
SUNITINIB,GELDANAMYCIN,SKOV3,DB01268,DB02424,0.9337807536,3
SUNITINIB,GELDANAMYCIN,SW620,DB01268,DB02424,-3.4347005641000004,3
SUNITINIB,GELDANAMYCIN,SW837,DB01268,DB02424,-5.613156431599999,3
SUNITINIB,GELDANAMYCIN,T47D,DB01268,DB02424,24.209051398200003,3
SUNITINIB,GELDANAMYCIN,UACC62,DB01268,DB02424,21.8446552767,3
SUNITINIB,GELDANAMYCIN,VCAP,DB01268,DB02424,14.3399175072,3
SUNITINIB,GELDANAMYCIN,ZR751,DB01268,DB02424,-15.7045417805,3
SUNITINIB,LAPATINIB,A2058,DB01268,DB01259,32.9188822173,3
SUNITINIB,LAPATINIB,A2780,DB01268,DB01259,17.7927207215,3
SUNITINIB,LAPATINIB,A375,DB01268,DB01259,20.5042270649,3
SUNITINIB,LAPATINIB,CAOV3,DB01268,DB01259,18.5899019376,3
SUNITINIB,LAPATINIB,DLD1,DB01268,DB01259,28.9288828097,3
SUNITINIB,LAPATINIB,ES2,DB01268,DB01259,12.9921447606,3
SUNITINIB,LAPATINIB,HCT116,DB01268,DB01259,21.4198489354,3
SUNITINIB,LAPATINIB,HT144,DB01268,DB01259,22.6486975332,3
SUNITINIB,LAPATINIB,HT29,DB01268,DB01259,15.297237263,3
SUNITINIB,LAPATINIB,KPL1,DB01268,DB01259,14.6893828183,3
SUNITINIB,LAPATINIB,LOVO,DB01268,DB01259,22.2445021222,3
SUNITINIB,LAPATINIB,MDAMB436,DB01268,DB01259,6.608892881,3
SUNITINIB,LAPATINIB,NCIH1650,DB01268,DB01259,26.4057956575,3
SUNITINIB,LAPATINIB,NCIH2122,DB01268,DB01259,26.2153034349,3
SUNITINIB,LAPATINIB,NCIH23,DB01268,DB01259,1.4423768043,3
SUNITINIB,LAPATINIB,NCIH460,DB01268,DB01259,0.1117070089,3
SUNITINIB,LAPATINIB,NCIH520,DB01268,DB01259,14.8363795609,3
SUNITINIB,LAPATINIB,OV90,DB01268,DB01259,1.9711810047,3
SUNITINIB,LAPATINIB,RKO,DB01268,DB01259,7.288583581599999,3
SUNITINIB,LAPATINIB,RPMI7951,DB01268,DB01259,9.7002469428,3
SUNITINIB,LAPATINIB,SKMEL30,DB01268,DB01259,21.1673664686,3
SUNITINIB,LAPATINIB,SKMES1,DB01268,DB01259,20.3058991525,3
SUNITINIB,LAPATINIB,SKOV3,DB01268,DB01259,31.1529814166,3
SUNITINIB,LAPATINIB,SW620,DB01268,DB01259,5.151966316499999,3
SUNITINIB,LAPATINIB,SW837,DB01268,DB01259,22.7971860733,3
SUNITINIB,LAPATINIB,T47D,DB01268,DB01259,15.2350861888,3
SUNITINIB,LAPATINIB,UACC62,DB01268,DB01259,27.853471659,3
SUNITINIB,LAPATINIB,VCAP,DB01268,DB01259,24.3430227016,3
SUNITINIB,LAPATINIB,ZR751,DB01268,DB01259,18.8529019454,3
SUNITINIB,MK-2206,A2058,DB01268,DB16828,42.28215967915,2
SUNITINIB,MK-2206,A2780,DB01268,DB16828,22.4925016962,2
SUNITINIB,MK-2206,A375,DB01268,DB16828,12.95868026985,2
SUNITINIB,MK-2206,CAOV3,DB01268,DB16828,10.4789296443,2
SUNITINIB,MK-2206,DLD1,DB01268,DB16828,26.446115939,2
SUNITINIB,MK-2206,ES2,DB01268,DB16828,11.978017644400001,2
SUNITINIB,MK-2206,HCT116,DB01268,DB16828,28.55836725595,2
SUNITINIB,MK-2206,HT144,DB01268,DB16828,23.4319584353,2
SUNITINIB,MK-2206,HT29,DB01268,DB16828,35.4924737301,2
SUNITINIB,MK-2206,KPL1,DB01268,DB16828,32.7090239733,2
SUNITINIB,MK-2206,LOVO,DB01268,DB16828,24.3671212404,2
SUNITINIB,MK-2206,MDAMB436,DB01268,DB16828,14.4693218978,2
SUNITINIB,MK-2206,NCIH1650,DB01268,DB16828,21.0361557765,2
SUNITINIB,MK-2206,NCIH2122,DB01268,DB16828,14.6688227675,2
SUNITINIB,MK-2206,NCIH23,DB01268,DB16828,6.39836558045,2
SUNITINIB,MK-2206,NCIH460,DB01268,DB16828,29.0053590427,2
SUNITINIB,MK-2206,NCIH520,DB01268,DB16828,15.8389851779,2
SUNITINIB,MK-2206,OV90,DB01268,DB16828,8.147916388099999,2
SUNITINIB,MK-2206,RKO,DB01268,DB16828,15.7946457585,2
SUNITINIB,MK-2206,RPMI7951,DB01268,DB16828,10.2812449005,2
SUNITINIB,MK-2206,SKMEL30,DB01268,DB16828,26.3444059043,2
SUNITINIB,MK-2206,SKMES1,DB01268,DB16828,24.4398261107,2
SUNITINIB,MK-2206,SKOV3,DB01268,DB16828,31.188909723,2
SUNITINIB,MK-2206,SW620,DB01268,DB16828,16.97321159165,2
SUNITINIB,MK-2206,SW837,DB01268,DB16828,12.9008253702,2
SUNITINIB,MK-2206,T47D,DB01268,DB16828,14.3091700484,2
SUNITINIB,MK-2206,UACC62,DB01268,DB16828,34.7432609436,2
SUNITINIB,MK-2206,VCAP,DB01268,DB16828,21.1567609202,2
SUNITINIB,MK-2206,ZR751,DB01268,DB16828,14.4497261371,2
SUNITINIB,MK-4827,A2058,DB01268,DB11793,-4.3871786723,1
SUNITINIB,MK-4827,A2780,DB01268,DB11793,-0.9952084947,1
SUNITINIB,MK-4827,A375,DB01268,DB11793,6.120265578300001,1
SUNITINIB,MK-4827,CAOV3,DB01268,DB11793,-1.3899824696,1
SUNITINIB,MK-4827,DLD1,DB01268,DB11793,0.7281409437999999,1
SUNITINIB,MK-4827,ES2,DB01268,DB11793,-0.5964485949,1
SUNITINIB,MK-4827,HCT116,DB01268,DB11793,1.8823384216,1
SUNITINIB,MK-4827,HT144,DB01268,DB11793,-0.1073377901999999,1
SUNITINIB,MK-4827,HT29,DB01268,DB11793,9.135170372,1
SUNITINIB,MK-4827,KPL1,DB01268,DB11793,11.6872908793,1
SUNITINIB,MK-4827,LOVO,DB01268,DB11793,5.0291328964,1
SUNITINIB,MK-4827,MDAMB436,DB01268,DB11793,0.5032245606,1
SUNITINIB,MK-4827,NCIH1650,DB01268,DB11793,-0.8240954054,1
SUNITINIB,MK-4827,NCIH2122,DB01268,DB11793,10.7698039177,1
SUNITINIB,MK-4827,NCIH23,DB01268,DB11793,-4.2577979515,1
SUNITINIB,MK-4827,NCIH460,DB01268,DB11793,-3.6781632759,1
SUNITINIB,MK-4827,NCIH520,DB01268,DB11793,3.2067937654,1
SUNITINIB,MK-4827,OV90,DB01268,DB11793,-1.9971984739,1
SUNITINIB,MK-4827,RKO,DB01268,DB11793,-2.6436429244,1
SUNITINIB,MK-4827,RPMI7951,DB01268,DB11793,-13.2215869697,1
SUNITINIB,MK-4827,SKMEL30,DB01268,DB11793,0.6510130233,1
SUNITINIB,MK-4827,SKMES1,DB01268,DB11793,-0.3834474455,1
SUNITINIB,MK-4827,SKOV3,DB01268,DB11793,6.1602463384,1
SUNITINIB,MK-4827,SW620,DB01268,DB11793,5.5692531551,1
SUNITINIB,MK-4827,SW837,DB01268,DB11793,-8.3185379819,1
SUNITINIB,MK-4827,T47D,DB01268,DB11793,17.5945751551,1
SUNITINIB,MK-4827,UACC62,DB01268,DB11793,6.258944747999999,1
SUNITINIB,MK-4827,VCAP,DB01268,DB11793,7.6689080638,1
SUNITINIB,MK-4827,ZR751,DB01268,DB11793,11.3894896526,1
SUNITINIB,MK-5108,A2058,DB01268,DB12556,-6.0717543509,0
SUNITINIB,MK-5108,A2780,DB01268,DB12556,0.6170724314,0
SUNITINIB,MK-5108,A375,DB01268,DB12556,12.0067195381,0
SUNITINIB,MK-5108,CAOV3,DB01268,DB12556,-5.4901884003,0
SUNITINIB,MK-5108,DLD1,DB01268,DB12556,3.0696015371,0
SUNITINIB,MK-5108,ES2,DB01268,DB12556,3.4471323391000004,0
SUNITINIB,MK-5108,HCT116,DB01268,DB12556,11.4341202287,0
SUNITINIB,MK-5108,HT144,DB01268,DB12556,-0.9895723051,0
SUNITINIB,MK-5108,HT29,DB01268,DB12556,7.778488040499999,0
SUNITINIB,MK-5108,KPL1,DB01268,DB12556,9.151675849,0
SUNITINIB,MK-5108,LOVO,DB01268,DB12556,1.2719158778,0
SUNITINIB,MK-5108,MDAMB436,DB01268,DB12556,0.7370065834,0
SUNITINIB,MK-5108,NCIH1650,DB01268,DB12556,-1.0162528264,0
SUNITINIB,MK-5108,NCIH2122,DB01268,DB12556,-2.1565894618,0
SUNITINIB,MK-5108,NCIH23,DB01268,DB12556,-7.521024776900001,0
SUNITINIB,MK-5108,NCIH460,DB01268,DB12556,-6.1186239064,0
SUNITINIB,MK-5108,NCIH520,DB01268,DB12556,-2.2081299518,0
SUNITINIB,MK-5108,OV90,DB01268,DB12556,4.7675511214,0
SUNITINIB,MK-5108,RKO,DB01268,DB12556,4.8555775444,0
SUNITINIB,MK-5108,RPMI7951,DB01268,DB12556,-14.124513166,0
SUNITINIB,MK-5108,SKMEL30,DB01268,DB12556,2.9130422207,0
SUNITINIB,MK-5108,SKMES1,DB01268,DB12556,-6.9955094901,0
SUNITINIB,MK-5108,SKOV3,DB01268,DB12556,4.7354193867,0
SUNITINIB,MK-5108,SW620,DB01268,DB12556,12.2685861632,0
SUNITINIB,MK-5108,SW837,DB01268,DB12556,-5.099103008,0
SUNITINIB,MK-5108,T47D,DB01268,DB12556,5.5089807747,0
SUNITINIB,MK-5108,UACC62,DB01268,DB12556,4.9063201988,0
SUNITINIB,MK-5108,VCAP,DB01268,DB12556,-2.3368957568,0
SUNITINIB,MK-5108,ZR751,DB01268,DB12556,-2.5357587457,0
SUNITINIB,MK-8669,A2058,DB01268,DB06233,39.694651966,4
SUNITINIB,MK-8669,A2780,DB01268,DB06233,20.3734698072,4
SUNITINIB,MK-8669,A375,DB01268,DB06233,30.1406226081,4
SUNITINIB,MK-8669,CAOV3,DB01268,DB06233,21.1508161985,4
SUNITINIB,MK-8669,DLD1,DB01268,DB06233,32.9339015851,4
SUNITINIB,MK-8669,ES2,DB01268,DB06233,35.4860571762,4
SUNITINIB,MK-8669,HCT116,DB01268,DB06233,21.9043843827,4
SUNITINIB,MK-8669,HT144,DB01268,DB06233,35.0826011566,4
SUNITINIB,MK-8669,HT29,DB01268,DB06233,27.900312638200003,4
SUNITINIB,MK-8669,KPL1,DB01268,DB06233,26.824226189,4
SUNITINIB,MK-8669,LOVO,DB01268,DB06233,21.185131131,4
SUNITINIB,MK-8669,MDAMB436,DB01268,DB06233,16.7636947367,4
SUNITINIB,MK-8669,NCIH1650,DB01268,DB06233,22.6891209313,4
SUNITINIB,MK-8669,NCIH2122,DB01268,DB06233,31.077788543,4
SUNITINIB,MK-8669,NCIH23,DB01268,DB06233,30.9917067672,4
SUNITINIB,MK-8669,NCIH460,DB01268,DB06233,27.4067064604,4
SUNITINIB,MK-8669,NCIH520,DB01268,DB06233,19.1695495525,4
SUNITINIB,MK-8669,OV90,DB01268,DB06233,24.2219143869,4
SUNITINIB,MK-8669,RKO,DB01268,DB06233,19.3737388524,4
SUNITINIB,MK-8669,RPMI7951,DB01268,DB06233,20.1771052496,4
SUNITINIB,MK-8669,SKMEL30,DB01268,DB06233,27.1381865101,4
SUNITINIB,MK-8669,SKMES1,DB01268,DB06233,22.2560222837,4
SUNITINIB,MK-8669,SKOV3,DB01268,DB06233,37.9211863362,4
SUNITINIB,MK-8669,SW620,DB01268,DB06233,18.0725055369,4
SUNITINIB,MK-8669,SW837,DB01268,DB06233,7.029566974700001,4
SUNITINIB,MK-8669,T47D,DB01268,DB06233,35.210405476999995,4
SUNITINIB,MK-8669,UACC62,DB01268,DB06233,37.7773847215,4
SUNITINIB,MK-8669,VCAP,DB01268,DB06233,18.1239840553,4
SUNITINIB,MK-8669,ZR751,DB01268,DB06233,33.322509993400004,4
SUNITINIB,MK-8776,A2058,DB01268,DB11899,26.4225380218,2
SUNITINIB,MK-8776,A2780,DB01268,DB11899,14.4816287143,2
SUNITINIB,MK-8776,A375,DB01268,DB11899,29.5082454059,2
SUNITINIB,MK-8776,CAOV3,DB01268,DB11899,17.7309275333,2
SUNITINIB,MK-8776,DLD1,DB01268,DB11899,6.7671191122000005,2
SUNITINIB,MK-8776,ES2,DB01268,DB11899,5.7716266255,2
SUNITINIB,MK-8776,HCT116,DB01268,DB11899,19.2742265588,2
SUNITINIB,MK-8776,HT144,DB01268,DB11899,8.4049330417,2
SUNITINIB,MK-8776,HT29,DB01268,DB11899,14.5182862535,2
SUNITINIB,MK-8776,KPL1,DB01268,DB11899,12.70286218,2
SUNITINIB,MK-8776,LOVO,DB01268,DB11899,3.4116992842,2
SUNITINIB,MK-8776,MDAMB436,DB01268,DB11899,7.149191331,2
SUNITINIB,MK-8776,NCIH1650,DB01268,DB11899,1.516945445,2
SUNITINIB,MK-8776,NCIH2122,DB01268,DB11899,-14.9650477174,2
SUNITINIB,MK-8776,NCIH23,DB01268,DB11899,-7.600824791699999,2
SUNITINIB,MK-8776,NCIH460,DB01268,DB11899,7.368574187999999,2
SUNITINIB,MK-8776,NCIH520,DB01268,DB11899,8.7469946826,2
SUNITINIB,MK-8776,OV90,DB01268,DB11899,0.9329094508,2
SUNITINIB,MK-8776,RKO,DB01268,DB11899,0.267995184,2
SUNITINIB,MK-8776,RPMI7951,DB01268,DB11899,-16.667518663699997,2
SUNITINIB,MK-8776,SKMEL30,DB01268,DB11899,10.2480240435,2
SUNITINIB,MK-8776,SKMES1,DB01268,DB11899,-12.171373595,2
SUNITINIB,MK-8776,SKOV3,DB01268,DB11899,-7.4028158849,2
SUNITINIB,MK-8776,SW620,DB01268,DB11899,10.5061199816,2
SUNITINIB,MK-8776,SW837,DB01268,DB11899,-4.9687522703,2
SUNITINIB,MK-8776,T47D,DB01268,DB11899,13.0857145621,2
SUNITINIB,MK-8776,UACC62,DB01268,DB11899,18.8422030962,2
SUNITINIB,MK-8776,VCAP,DB01268,DB11899,12.0059816987,2
SUNITINIB,MK-8776,ZR751,DB01268,DB11899,5.950419137000001,2
SUNITINIB,OXALIPLATIN,A2058,DB01268,DB00526,-4.4276084266,3
SUNITINIB,OXALIPLATIN,A2780,DB01268,DB00526,-2.9918484185,3
SUNITINIB,OXALIPLATIN,A375,DB01268,DB00526,-5.7538857117,3
SUNITINIB,OXALIPLATIN,CAOV3,DB01268,DB00526,-6.7613997381,3
SUNITINIB,OXALIPLATIN,DLD1,DB01268,DB00526,-6.125732369600001,3
SUNITINIB,OXALIPLATIN,ES2,DB01268,DB00526,-10.7042476701,3
SUNITINIB,OXALIPLATIN,HCT116,DB01268,DB00526,-2.7614344542,3
SUNITINIB,OXALIPLATIN,HT144,DB01268,DB00526,-9.520072906,3
SUNITINIB,OXALIPLATIN,HT29,DB01268,DB00526,-2.3814486964,3
SUNITINIB,OXALIPLATIN,KPL1,DB01268,DB00526,2.656694213,3
SUNITINIB,OXALIPLATIN,LOVO,DB01268,DB00526,-3.2214877132,3
SUNITINIB,OXALIPLATIN,MDAMB436,DB01268,DB00526,-11.7671854448,3
SUNITINIB,OXALIPLATIN,NCIH1650,DB01268,DB00526,-6.2087913896,3
SUNITINIB,OXALIPLATIN,NCIH2122,DB01268,DB00526,-7.259412273200001,3
SUNITINIB,OXALIPLATIN,NCIH23,DB01268,DB00526,-18.3491041716,3
SUNITINIB,OXALIPLATIN,NCIH460,DB01268,DB00526,-14.1678708141,3
SUNITINIB,OXALIPLATIN,NCIH520,DB01268,DB00526,-8.1185971848,3
SUNITINIB,OXALIPLATIN,OV90,DB01268,DB00526,-9.5041668252,3
SUNITINIB,OXALIPLATIN,RKO,DB01268,DB00526,-11.622449565,3
SUNITINIB,OXALIPLATIN,RPMI7951,DB01268,DB00526,-30.9523677445,3
SUNITINIB,OXALIPLATIN,SKMEL30,DB01268,DB00526,-7.4456096273,3
SUNITINIB,OXALIPLATIN,SKMES1,DB01268,DB00526,-1.3074098196,3
SUNITINIB,OXALIPLATIN,SKOV3,DB01268,DB00526,4.6393110018,3
SUNITINIB,OXALIPLATIN,SW620,DB01268,DB00526,-5.1122776291,3
SUNITINIB,OXALIPLATIN,SW837,DB01268,DB00526,-9.7891464256,3
SUNITINIB,OXALIPLATIN,T47D,DB01268,DB00526,4.876805371100001,3
SUNITINIB,OXALIPLATIN,UACC62,DB01268,DB00526,-8.757806777999999,3
SUNITINIB,OXALIPLATIN,VCAP,DB01268,DB00526,-4.581335943,3
SUNITINIB,OXALIPLATIN,ZR751,DB01268,DB00526,-4.373484872,3
